パーツ番号,特技,特技分類,特技説明,発動要件,楽曲要件,編成要件,発動間隔,発動確率,継続期間,特技パーツ,特技パーツ効果
1,SCOREボーナス,スコアボーナス,9秒毎、高確率で少しの間、PERFECTのスコア15%アップ,非該当,非該当,非該当,9,高確率,少しの間,PERFECTのスコアを15%アップ,スコアボーナス
1,SCOREボーナス,スコアボーナス,7秒毎、高確率でわずかな間、PERFECTのスコア15%アップ,非該当,非該当,非該当,7,高確率,わずかな間,PERFECTのスコアを15%アップ,スコアボーナス
1,SCOREボーナス,スコアボーナス,6秒毎、中確率でわずかな間、PERFECTのスコア15%アップ,非該当,非該当,非該当,6,中確率,わずかな間,PERFECTのスコアを15%アップ,スコアボーナス
1,SCOREボーナス,スコアボーナス,13秒毎、高確率でかなりの間、PERFECTのスコア15%アップ,非該当,非該当,非該当,13,高確率,かなりの間,PERFECTのスコアを15%アップ,スコアボーナス
1,SCOREボーナス,スコアボーナス,7秒毎、中確率で少しの間、PERFECTのスコア15%アップ,非該当,非該当,非該当,7,中確率,少しの間,PERFECTのスコアを15%アップ,スコアボーナス
1,SCOREボーナス,スコアボーナス,4秒毎、高確率で一瞬の間、PERFECTのスコア15%アップ,非該当,非該当,非該当,4,高確率,一瞬の間,PERFECTのスコアを15%アップ,スコアボーナス
1,SCOREボーナス,スコアボーナス,9秒毎、中確率でしばらくの間、PERFECTのスコア15%アップ,非該当,非該当,非該当,9,中確率,しばらくの間,PERFECTのスコアを15%アップ,スコアボーナス
1,SCOREボーナス,スコアボーナス,11秒毎、高確率でしばらくの間、PERFECTのスコア15%アップ,非該当,非該当,非該当,11,高確率,しばらくの間,PERFECTのスコアを15%アップ,スコアボーナス
1,SCOREボーナス,スコアボーナス,11秒毎、中確率でかなりの間、PERFECTのスコア15%アップ,非該当,非該当,非該当,11,中確率,かなりの間,PERFECTのスコアを15%アップ,スコアボーナス
1,SCOREボーナス,スコアボーナス,6秒毎、中確率でわずかな間、PERFECT/GREATのスコア17%アップ,非該当,非該当,非該当,6,中確率,わずかな間,PERFECT/GREATのスコアを17%アップ,スコアボーナス
1,SCOREボーナス,スコアボーナス,4秒毎、高確率で一瞬の間、PERFECT/GREATのスコア17%アップ,非該当,非該当,非該当,4,高確率,一瞬の間,PERFECT/GREATのスコアを17%アップ,スコアボーナス
1,SCOREボーナス,スコアボーナス,9秒毎、中確率でしばらくの間、PERFECT/GREATのスコア17%アップ,非該当,非該当,非該当,9,中確率,しばらくの間,PERFECT/GREATのスコアを17%アップ,スコアボーナス
1,SCOREボーナス,スコアボーナス,13秒毎、高確率でかなりの間、PERFECT/GREATのスコア17%アップ,非該当,非該当,非該当,13,高確率,かなりの間,PERFECT/GREATのスコアを17%アップ,スコアボーナス
1,SCOREボーナス,スコアボーナス,9秒毎、高確率で少しの間、PERFECT/GREATのスコア17%アップ,非該当,非該当,非該当,9,高確率,少しの間,PERFECT/GREATのスコアを17%アップ,スコアボーナス
1,SCOREボーナス,スコアボーナス,7秒毎、高確率でわずかな間、PERFECT/GREATのスコア17%アップ,非該当,非該当,非該当,7,高確率,わずかな間,PERFECT/GREATのスコアを17%アップ,スコアボーナス
1,SCOREボーナス,スコアボーナス,11秒毎、高確率でしばらくの間、PERFECT/GREATのスコア17%アップ,非該当,非該当,非該当,11,高確率,しばらくの間,PERFECT/GREATのスコアを17%アップ,スコアボーナス
1,SCOREボーナス,スコアボーナス,11秒毎、中確率でかなりの間、PERFECT/GREATのスコア17%アップ,非該当,非該当,非該当,11,中確率,かなりの間,PERFECT/GREATのスコアを17%アップ,スコアボーナス
1,PERFECTサポート,PERFECTサポート,9秒毎、低確率で少しの間、GREATをPERFECTにする,非該当,非該当,非該当,9,低確率,少しの間,GREATをPERFECTにする,PERFECTサポート
1,PERFECTサポート,PERFECTサポート,13秒毎、低確率でかなりの間、GREATをPERFECTにする,非該当,非該当,非該当,13,低確率,かなりの間,GREATをPERFECTにする,PERFECTサポート
1,PERFECTサポート,PERFECTサポート,11秒毎、低確率でしばらくの間、GREATをPERFECTにする,非該当,非該当,非該当,11,低確率,しばらくの間,GREATをPERFECTにする,PERFECTサポート
1,PERFECTサポート,PERFECTサポート,9秒毎、中確率でわずかな間、GREAT/NICEをPERFECTにする,非該当,非該当,非該当,9,中確率,わずかな間,GREAT/NICEをPERFECTにする,PERFECTサポート
1,PERFECTサポート,PERFECTサポート,12秒毎、中確率で少しの間、GREAT/NICEをPERFECTにする,非該当,非該当,非該当,12,中確率,少しの間,GREAT/NICEをPERFECTにする,PERFECTサポート
1,PERFECTサポート,PERFECTサポート,15秒毎、中確率でしばらくの間、GREAT/NICEをPERFECTにする,非該当,非該当,非該当,15,中確率,しばらくの間,GREAT/NICEをPERFECTにする,PERFECTサポート
1,PERFECTサポート,PERFECTサポート,6秒毎、中確率で一瞬の間、GREAT/NICEをPERFECTにする,非該当,非該当,非該当,6,中確率,一瞬の間,GREAT/NICEをPERFECTにする,PERFECTサポート
1,PERFECTサポート,PERFECTサポート,11秒毎、高確率でわずかな間、GREAT/NICEをPERFECTにする,非該当,非該当,非該当,11,高確率,わずかな間,GREAT/NICEをPERFECTにする,PERFECTサポート
1,PERFECTサポート,PERFECTサポート,7秒毎、高確率で一瞬の間、GREAT/NICEをPERFECTにする,非該当,非該当,非該当,7,高確率,一瞬の間,GREAT/NICEをPERFECTにする,PERFECTサポート
1,PERFECTサポート,PERFECTサポート,18秒毎、中確率でかなりの間、GREAT/NICEをPERFECTにする,非該当,非該当,非該当,18,中確率,かなりの間,GREAT/NICEをPERFECTにする,PERFECTサポート
1,PERFECTサポート,PERFECTサポート,9秒毎、高確率でわずかな間、GREAT/NICE/BADをPERFECTにする,非該当,非該当,非該当,9,高確率,わずかな間,GREAT/NICE/BADをPERFECTにする,PERFECTサポート
1,PERFECTサポート,PERFECTサポート,12秒毎、高確率で少しの間、GREAT/NICE/BADをPERFECTにする,非該当,非該当,非該当,12,高確率,少しの間,GREAT/NICE/BADをPERFECTにする,PERFECTサポート
1,PERFECTサポート,PERFECTサポート,15秒毎、高確率でしばらくの間、GREAT/NICE/BADをPERFECTにする,非該当,非該当,非該当,15,高確率,しばらくの間,GREAT/NICE/BADをPERFECTにする,PERFECTサポート
1,COMBOボーナス,COMBOボーナス,9秒毎、低確率でかなりの間、COMBOボーナス8%アップ,非該当,非該当,非該当,9,低確率,かなりの間,COMBOボーナスを8%アップ,COMBOボーナス
1,COMBOボーナス,COMBOボーナス,7秒毎、低確率でしばらくの間、COMBOボーナス8%アップ,非該当,非該当,非該当,7,低確率,しばらくの間,COMBOボーナスを8%アップ,COMBOボーナス
1,COMBOボーナス,COMBOボーナス,6秒毎、低確率で少しの間、COMBOボーナス8%アップ,非該当,非該当,非該当,6,低確率,少しの間,COMBOボーナスを8%アップ,COMBOボーナス
1,COMBOボーナス,COMBOボーナス,4秒毎、中確率で一瞬の間、COMBOボーナス14%アップ,非該当,非該当,非該当,4,中確率,一瞬の間,COMBOボーナスを14%アップ,COMBOボーナス
1,COMBOボーナス,COMBOボーナス,11秒毎、高確率でしばらくの間、COMBOボーナス14%アップ,非該当,非該当,非該当,11,高確率,しばらくの間,COMBOボーナスを14%アップ,COMBOボーナス
1,COMBOボーナス,COMBOボーナス,6秒毎、中確率でわずかな間、COMBOボーナス14%アップ,非該当,非該当,非該当,6,中確率,わずかな間,COMBOボーナスを14%アップ,COMBOボーナス
1,COMBOボーナス,COMBOボーナス,7秒毎、中確率で少しの間、COMBOボーナス14%アップ,非該当,非該当,非該当,7,中確率,少しの間,COMBOボーナスを14%アップ,COMBOボーナス
1,COMBOボーナス,COMBOボーナス,11秒毎、中確率でかなりの間、COMBOボーナス14%アップ,非該当,非該当,非該当,11,中確率,かなりの間,COMBOボーナスを14%アップ,COMBOボーナス
1,COMBOボーナス,COMBOボーナス,9秒毎、高確率で少しの間、COMBOボーナス14%アップ,非該当,非該当,非該当,9,高確率,少しの間,COMBOボーナスを14%アップ,COMBOボーナス
1,COMBOボーナス,COMBOボーナス,9秒毎、中確率でしばらくの間、COMBOボーナス14%アップ,非該当,非該当,非該当,9,中確率,しばらくの間,COMBOボーナスを14%アップ,COMBOボーナス
1,COMBOボーナス,COMBOボーナス,13秒毎、高確率でかなりの間、COMBOボーナス14%アップ,非該当,非該当,非該当,13,高確率,かなりの間,COMBOボーナスを14%アップ,COMBOボーナス
1,COMBOボーナス,COMBOボーナス,7秒毎、高確率でわずかな間、COMBOボーナス14%アップ,非該当,非該当,非該当,7,高確率,わずかな間,COMBOボーナスを14%アップ,COMBOボーナス
1,COMBOボーナス,COMBOボーナス,13秒毎、高確率でかなりの間、COMBOボーナス18%アップ,非該当,非該当,非該当,13,高確率,かなりの間,COMBOボーナスを18%アップ,COMBOボーナス
1,COMBOボーナス,COMBOボーナス,11秒毎、中確率でかなりの間、COMBOボーナス18%アップ,非該当,非該当,非該当,11,中確率,かなりの間,COMBOボーナスを18%アップ,COMBOボーナス
1,COMBOボーナス,COMBOボーナス,6秒毎、中確率でわずかな間、COMBOボーナス18%アップ,非該当,非該当,非該当,6,中確率,わずかな間,COMBOボーナスを18%アップ,COMBOボーナス
1,COMBOボーナス,COMBOボーナス,11秒毎、高確率でしばらくの間、COMBOボーナス18%アップ,非該当,非該当,非該当,11,高確率,しばらくの間,COMBOボーナスを18%アップ,COMBOボーナス
1,COMBOボーナス,COMBOボーナス,7秒毎、高確率でわずかな間、COMBOボーナス18%アップ,非該当,非該当,非該当,7,高確率,わずかな間,COMBOボーナスを18%アップ,COMBOボーナス
1,COMBOボーナス,COMBOボーナス,7秒毎、中確率で少しの間、COMBOボーナス18%アップ,非該当,非該当,非該当,7,中確率,少しの間,COMBOボーナスを18%アップ,COMBOボーナス
1,COMBOボーナス,COMBOボーナス,4秒毎、高確率で一瞬の間、COMBOボーナス18%アップ,非該当,非該当,非該当,4,高確率,一瞬の間,COMBOボーナスを18%アップ,COMBOボーナス
1,COMBOボーナス,COMBOボーナス,9秒毎、高確率で少しの間、COMBOボーナス18%アップ,非該当,非該当,非該当,9,高確率,少しの間,COMBOボーナスを18%アップ,COMBOボーナス
1,COMBOボーナス,COMBOボーナス,9秒毎、中確率でしばらくの間、COMBOボーナス18%アップ,非該当,非該当,非該当,9,中確率,しばらくの間,COMBOボーナスを18%アップ,COMBOボーナス
1,COMBOサポート,COMBOサポート,15秒毎、低確率でしばらくの間、NICEでもCOMBOが継続する,非該当,非該当,非該当,15,低確率,しばらくの間,NICEでもCOMBOが継続する,COMBOサポート
1,COMBOサポート,COMBOサポート,12秒毎、低確率で少しの間、NICEでもCOMBOが継続する,非該当,非該当,非該当,12,低確率,少しの間,NICEでもCOMBOが継続する,COMBOサポート
1,COMBOサポート,COMBOサポート,12秒毎、中確率でしばらくの間、NICEでもCOMBOが継続する,非該当,非該当,非該当,12,中確率,しばらくの間,NICEでもCOMBOが継続する,COMBOサポート
1,COMBOサポート,COMBOサポート,10秒毎、中確率で少しの間、NICEでもCOMBOが継続する,非該当,非該当,非該当,10,中確率,少しの間,NICEでもCOMBOが継続する,COMBOサポート
2,ロングアクト,スコアボーナス,9秒毎、高確率でしばらくの間、PERFECTのスコア8%アップ、ロングアイコンなら32%アップ,非該当,非該当,非該当,9,高確率,しばらくの間,ロングアイコンでPERFECTのスコアを32%アップ,スコアボーナス
2,ロングアクト,スコアボーナス,7秒毎、高確率で少しの間、PERFECTのスコア8%アップ、ロングアイコンなら32%アップ,非該当,非該当,非該当,7,高確率,少しの間,ロングアイコンでPERFECTのスコアを32%アップ,スコアボーナス
2,ロングアクト,スコアボーナス,11秒毎、高確率でかなりの間、PERFECTのスコア8%アップ、ロングアイコンなら32%アップ,非該当,非該当,非該当,11,高確率,かなりの間,ロングアイコンでPERFECTのスコアを32%アップ,スコアボーナス
2,ロングアクト,スコアボーナス,9秒毎、高確率でしばらくの間、PERFECTのスコア10%アップ、ロングアイコンなら40%アップ,非該当,非該当,非該当,9,高確率,しばらくの間,ロングアイコンでPERFECTのスコアを40%アップ,スコアボーナス
2,ロングアクト,スコアボーナス,7秒毎、高確率で少しの間、PERFECTのスコア10%アップ、ロングアイコンなら40%アップ,非該当,非該当,非該当,7,高確率,少しの間,ロングアイコンでPERFECTのスコアを40%アップ,スコアボーナス
2,ロングアクト,スコアボーナス,11秒毎、高確率でかなりの間、PERFECTのスコア10%アップ、ロングアイコンなら40%アップ,非該当,非該当,非該当,11,高確率,かなりの間,ロングアイコンでPERFECTのスコアを40%アップ,スコアボーナス
2,リフレイン,スコアボーナスコピー、COMBOボーナスコピー,11秒毎、高確率でしばらくの間、LIVE中に発動した最も高いスコアアップ効果/COMBOボーナス効果を適用,非該当,非該当,非該当,11,高確率,しばらくの間,LIVE中に発動した最も高いCOMBOボーナス効果を適用,COMBOボーナスコピー
2,リフレイン,スコアボーナスコピー、COMBOボーナスコピー,9秒毎、高確率で少しの間、LIVE中に発動した最も高いスコアアップ効果/COMBOボーナス効果を適用,非該当,非該当,非該当,9,高確率,少しの間,LIVE中に発動した最も高いCOMBOボーナス効果を適用,COMBOボーナスコピー
2,リフレイン,スコアボーナスコピー、COMBOボーナスコピー,7秒毎、高確率でわずかな間、LIVE中に発動した最も高いスコアアップ効果/COMBOボーナス効果を適用,非該当,非該当,非該当,7,高確率,わずかな間,LIVE中に発動した最も高いCOMBOボーナス効果を適用,COMBOボーナスコピー
2,ミューチャル,スコアボーナスダウン、COMBOボーナスコピー＆COMBOブースト,9秒毎、中確率でしばらくの間、スコア20%ダウン、LIVE中に発動した最も高いCOMBOボーナス効果を極大アップして適用,非該当,非該当,非該当,9,中確率,しばらくの間,LIVE中に発動した最も高いCOMBOボーナス効果を極大アップして適用,COMBOブーストコピー
2,ミューチャル,スコアボーナスダウン、COMBOボーナスコピー＆COMBOブースト,11秒毎、中確率でかなりの間、スコア20%ダウン、LIVE中に発動した最も高いCOMBOボーナス効果を極大アップして適用,非該当,非該当,非該当,11,中確率,かなりの間,LIVE中に発動した最も高いCOMBOボーナス効果を極大アップして適用,COMBOブーストコピー
2,ミューチャル,スコアボーナスダウン、COMBOボーナスコピー＆COMBOブースト,6秒毎、中確率でわずかな間、スコア20%ダウン、LIVE中に発動した最も高いCOMBOボーナス効果を極大アップして適用,非該当,非該当,非該当,6,中確率,わずかな間,LIVE中に発動した最も高いCOMBOボーナス効果を極大アップして適用,COMBOブーストコピー
2,ミューチャル,スコアボーナスダウン、COMBOボーナスコピー＆COMBOブースト,13秒毎、高確率でかなりの間、スコア20%ダウン、LIVE中に発動した最も高いCOMBOボーナス効果を極大アップして適用,非該当,非該当,非該当,13,高確率,かなりの間,LIVE中に発動した最も高いCOMBOボーナス効果を極大アップして適用,COMBOブーストコピー
2,フリックアクト,スコアボーナス,11秒毎、高確率でかなりの間、PERFECTのスコア8%アップ、フリックアイコンなら32%アップ,非該当,非該当,非該当,11,高確率,かなりの間,フリックアイコンでPERFECTのスコアを32%アップ,スコアボーナス
2,フリックアクト,スコアボーナス,7秒毎、高確率で少しの間、PERFECTのスコア8%アップ、フリックアイコンなら32%アップ,非該当,非該当,非該当,7,高確率,少しの間,フリックアイコンでPERFECTのスコアを32%アップ,スコアボーナス
2,フリックアクト,スコアボーナス,9秒毎、高確率でしばらくの間、PERFECTのスコア8%アップ、フリックアイコンなら32%アップ,非該当,非該当,非該当,9,高確率,しばらくの間,フリックアイコンでPERFECTのスコアを32%アップ,スコアボーナス
2,フリックアクト,スコアボーナス,9秒毎、高確率でしばらくの間、PERFECTのスコア10%アップ、フリックアイコンなら40%アップ,非該当,非該当,非該当,9,高確率,しばらくの間,フリックアイコンでPERFECTのスコアを40%アップ,スコアボーナス
2,フリックアクト,スコアボーナス,7秒毎、高確率で少しの間、PERFECTのスコア10%アップ、フリックアイコンなら40%アップ,非該当,非該当,非該当,7,高確率,少しの間,フリックアイコンでPERFECTのスコアを40%アップ,スコアボーナス
2,フリックアクト,スコアボーナス,11秒毎、高確率でかなりの間、PERFECTのスコア10%アップ、フリックアイコンなら40%アップ,非該当,非該当,非該当,11,高確率,かなりの間,フリックアイコンでPERFECTのスコアを40%アップ,スコアボーナス
2,パッションフォーカス,スコアボーナス、COMBOボーナス,パッションアイドルのみ編成時、9秒毎、高確率で少しの間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,パッションアイドルのみ編成,9,高確率,少しの間,COMBOボーナスを11%アップ,COMBOボーナス
2,パッションフォーカス,スコアボーナス、COMBOボーナス,パッションアイドルのみ編成時、11秒毎、高確率でしばらくの間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,パッションアイドルのみ編成,11,高確率,しばらくの間,COMBOボーナスを11%アップ,COMBOボーナス
2,パッションフォーカス,スコアボーナス、COMBOボーナス,パッションアイドルのみ編成時、7秒毎、高確率でわずかな間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,パッションアイドルのみ編成,7,高確率,わずかな間,COMBOボーナスを11%アップ,COMBOボーナス
2,パッションフォーカス,スコアボーナス、COMBOボーナス,パッションアイドルのみ編成時、6秒毎、中確率でわずかな間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,パッションアイドルのみ編成,6,中確率,わずかな間,COMBOボーナスを11%アップ,COMBOボーナス
2,パッションフォーカス,スコアボーナス、COMBOボーナス,パッションアイドルのみ編成時、9秒毎、高確率で少しの間、PERFECTのスコア16%アップ、COMBOボーナス14%アップ,非該当,非該当,パッションアイドルのみ編成,9,高確率,少しの間,COMBOボーナスを14%アップ,COMBOボーナス
2,パッションフォーカス,スコアボーナス、COMBOボーナス,パッションアイドルのみ編成時、6秒毎、中確率でわずかな間、PERFECTのスコア16%アップ、COMBOボーナス14%アップ,非該当,非該当,パッションアイドルのみ編成,6,中確率,わずかな間,COMBOボーナスを14%アップ,COMBOボーナス
2,パッションフォーカス,スコアボーナス、COMBOボーナス,パッションアイドルのみ編成時、11秒毎、高確率でしばらくの間、PERFECTのスコア16%アップ、COMBOボーナス14%アップ,非該当,非該当,パッションアイドルのみ編成,11,高確率,しばらくの間,COMBOボーナスを14%アップ,COMBOボーナス
2,パッションフォーカス,スコアボーナス、COMBOボーナス,パッションアイドルのみ編成時、7秒毎、高確率でわずかな間、PERFECTのスコア16%アップ、COMBOボーナス14%アップ,非該当,非該当,パッションアイドルのみ編成,7,高確率,わずかな間,COMBOボーナスを14%アップ,COMBOボーナス
2,パッションアンサンブル,スコアブースト、COMBOブースト,11秒毎、高確率でしばらくの間、他のパッションアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,11,高確率,しばらくの間,他のパッションアイドルのCOMBOボーナス効果を特大アップ,COMBOブースト
2,パッションアンサンブル,スコアブースト、COMBOブースト,6秒毎、中確率でわずかな間、他のパッションアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,6,中確率,わずかな間,他のパッションアイドルのCOMBOボーナス効果を特大アップ,COMBOブースト
2,パッションアンサンブル,スコアブースト、COMBOブースト,9秒毎、高確率で少しの間、他のパッションアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,9,高確率,少しの間,他のパッションアイドルのCOMBOボーナス効果を特大アップ,COMBOブースト
2,パッションアンサンブル,スコアブースト、COMBOブースト,13秒毎、高確率でかなりの間、他のパッションアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,13,高確率,かなりの間,他のパッションアイドルのCOMBOボーナス効果を特大アップ,COMBOブースト
2,パッションアンサンブル,スコアブースト、COMBOブースト,4秒毎、高確率で一瞬の間、他のパッションアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,4,高確率,一瞬の間,他のパッションアイドルのCOMBOボーナス効果を特大アップ,COMBOブースト
2,パッションアンサンブル,スコアブースト、COMBOブースト,7秒毎、高確率でわずかな間、他のパッションアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,7,高確率,わずかな間,他のパッションアイドルのCOMBOボーナス効果を特大アップ,COMBOブースト
2,トリコロール・スパイク,ライフ消費、スコアボーナス、COMBOボーナス／トリコロール,全タイプ楽曲で3タイプ全てのアイドル編成時、9秒毎、高確率でライフを25消費し、少しの間、PERFECTのスコア15%アップ、COMBOボーナス13%アップ,ライフを25消費,全タイプ楽曲,3タイプ全てのアイドル編成,9,高確率,少しの間,COMBOボーナスを13%アップ,COMBOボーナス
2,トリコロール・スパイク,ライフ消費、スコアボーナス、COMBOボーナス／トリコロール,全タイプ楽曲で3タイプ全てのアイドル編成時、11秒毎、高確率でライフを28消費し、しばらくの間、PERFECTのスコア15%アップ、COMBOボーナス13%アップ,ライフを28消費,全タイプ楽曲,3タイプ全てのアイドル編成,11,高確率,しばらくの間,COMBOボーナスを13%アップ,COMBOボーナス
2,トリコロール・スパイク,ライフ消費、スコアボーナス、COMBOボーナス／トリコロール,全タイプ楽曲で3タイプ全てのアイドル編成時、7秒毎、高確率でライフを18消費し、わずかな間、PERFECTのスコア15%アップ、COMBOボーナス13%アップ,ライフを18消費,全タイプ楽曲,3タイプ全てのアイドル編成,7,高確率,わずかな間,COMBOボーナスを13%アップ,COMBOボーナス
2,トリコロール・スパイク,ライフ消費、スコアボーナス、COMBOボーナス／トリコロール,全タイプ楽曲で3タイプ全てのアイドル編成時、9秒毎、高確率でライフを25消費し、少しの間、PERFECTのスコア18%アップ、COMBOボーナス17%アップ,ライフを25消費,全タイプ楽曲,3タイプ全てのアイドル編成,9,高確率,少しの間,COMBOボーナスを17%アップ,COMBOボーナス
2,トリコロール・スパイク,ライフ消費、スコアボーナス、COMBOボーナス／トリコロール,全タイプ楽曲で3タイプ全てのアイドル編成時、7秒毎、高確率でライフを18消費し、わずかな間、PERFECTのスコア18%アップ、COMBOボーナス17%アップ,ライフを18消費,全タイプ楽曲,3タイプ全てのアイドル編成,7,高確率,わずかな間,COMBOボーナスを17%アップ,COMBOボーナス
2,トリコロール・スパイク,ライフ消費、スコアボーナス、COMBOボーナス／トリコロール,全タイプ楽曲で3タイプ全てのアイドル編成時、11秒毎、高確率でライフを28消費し、しばらくの間、PERFECTのスコア18%アップ、COMBOボーナス17%アップ,ライフを28消費,全タイプ楽曲,3タイプ全てのアイドル編成,11,高確率,しばらくの間,COMBOボーナスを17%アップ,COMBOボーナス
2,トリコロール・シンフォニー,スコアブースト、COMBOブースト、他特技ブースト／トリコロール,3タイプ全てのアイドル編成時、11秒毎、高確率でしばらくの間、他アイドルのスコアアップ/COMBOボーナス効果を特大アップ、他特技効果を大アップ,非該当,非該当,3タイプ全てのアイドル編成,11,高確率,しばらくの間,他アイドルのCOMBOボーナス効果を特大アップ,COMBOブースト
2,トリコロール・シンフォニー,スコアブースト、COMBOブースト、他特技ブースト／トリコロール,3タイプ全てのアイドル編成時、9秒毎、高確率で少しの間、他アイドルのスコアアップ/COMBOボーナス効果を特大アップ、他特技効果を大アップ,非該当,非該当,3タイプ全てのアイドル編成,9,高確率,少しの間,他アイドルのCOMBOボーナス効果を特大アップ,COMBOブースト
2,トリコロール・シンフォニー,スコアブースト、COMBOブースト、他特技ブースト／トリコロール,3タイプ全てのアイドル編成時、7秒毎、高確率でわずかな間、他アイドルのスコアアップ/COMBOボーナス効果を特大アップ、他特技効果を大アップ,非該当,非該当,3タイプ全てのアイドル編成,7,高確率,わずかな間,他アイドルのCOMBOボーナス効果を特大アップ,COMBOブースト
2,トリコロール・シナジー,スコアボーナス、COMBOボーナス、ライフ回復／トリコロール,3タイプ全てのアイドル編成時、11秒毎、高確率でしばらくの間、PERFECTのスコア16%アップ/ライフ1回復、COMBOボーナス15%アップ,非該当,非該当,3タイプ全てのアイドル編成,11,高確率,しばらくの間,PERFECTでライフを1回復,ライフ回復
2,トリコロール・シナジー,スコアボーナス、COMBOボーナス、ライフ回復／トリコロール,3タイプ全てのアイドル編成時、7秒毎、高確率でわずかな間、PERFECTのスコア16%アップ/ライフ1回復、COMBOボーナス15%アップ,非該当,非該当,3タイプ全てのアイドル編成,7,高確率,わずかな間,PERFECTでライフを1回復,ライフ回復
2,トリコロール・シナジー,スコアボーナス、COMBOボーナス、ライフ回復／トリコロール,3タイプ全てのアイドル編成時、9秒毎、高確率で少しの間、PERFECTのスコア16%アップ/ライフ1回復、COMBOボーナス15%アップ,非該当,非該当,3タイプ全てのアイドル編成,9,高確率,少しの間,PERFECTでライフを1回復,ライフ回復
2,ドミナント・ハーモニー,スコアボーナス、COMBOボーナス／ドミナント,パッション楽曲でクールとパッションのアイドルのみ編成時、9秒毎、中確率でしばらくの間、クールアイドルのスコアアップ効果と、パッションアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,パッション楽曲,クールとパッションのアイドルのみ編成,9,中確率,しばらくの間,パッションアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,COMBOブースト
2,ドミナント・ハーモニー,スコアボーナス、COMBOボーナス／ドミナント,パッション楽曲でキュートとパッションのアイドルのみ編成時、11秒毎、中確率でかなりの間、キュートアイドルのスコアアップ効果と、パッションアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,パッション楽曲,キュートとパッションのアイドルのみ編成,11,中確率,かなりの間,パッションアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,COMBOブースト
2,ドミナント・ハーモニー,スコアボーナス、COMBOボーナス／ドミナント,パッション楽曲でクールとパッションのアイドルのみ編成時、6秒毎、中確率でわずかな間、クールアイドルのスコアアップ効果と、パッションアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,パッション楽曲,クールとパッションのアイドルのみ編成,6,中確率,わずかな間,パッションアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,COMBOブースト
2,ドミナント・ハーモニー,スコアボーナス、COMBOボーナス／ドミナント,クール楽曲でキュートとクールのアイドルのみ編成時、11秒毎、中確率でかなりの間、キュートアイドルのスコアアップ効果と、クールアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,クール楽曲,キュートとクールのアイドルのみ編成,11,中確率,かなりの間,クールアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,COMBOブースト
2,ドミナント・ハーモニー,スコアボーナス、COMBOボーナス／ドミナント,キュート楽曲でパッションとキュートのアイドルのみ編成時、9秒毎、中確率でしばらくの間、パッションアイドルのスコアアップ効果と、キュートアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,キュート楽曲,パッションとキュートのアイドルのみ編成,9,中確率,しばらくの間,キュートアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,COMBOブースト
2,ドミナント・ハーモニー,スコアボーナス、COMBOボーナス／ドミナント,クール楽曲でパッションとクールのアイドルのみ編成時、6秒毎、中確率でわずかな間、パッションアイドルのスコアアップ効果と、クールアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,クール楽曲,パッションとクールのアイドルのみ編成,6,中確率,わずかな間,クールアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,COMBOブースト
2,ドミナント・ハーモニー,スコアボーナス、COMBOボーナス／ドミナント,キュート楽曲でクールとキュートのアイドルのみ編成時、6秒毎、中確率でわずかな間、クールアイドルのスコアアップ効果と、キュートアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,キュート楽曲,クールとキュートのアイドルのみ編成,6,中確率,わずかな間,キュートアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,COMBOブースト
